LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
2010230	Osage City Unified School District 420	Kansas	0.843	0.036
2010260	Osawatomie Unified School District 367	Kansas	0.789	0.043
2010290	Osborne County Unified School District 392	Kansas	0.746	0.036
2010320	Oskaloosa Public Schools Unified School District 341	Kansas	0.819	0.024
2010350	Oswego Unified School District 504	Kansas	0.811	0.027
2010410	Santa Fe Trail Unified School District 434	Kansas	0.843	0.035
2010440	Oxford Unified School District 358	Kansas	0.771	0.042
2010470	Palco Unified School District 269	Kansas	0.753	0.03
2010500	Paola Unified School District 368	Kansas	0.789	0.043
2010560	Parsons Unified School District 503	Kansas	0.811	0.027
2010590	Peabody-Burns Unified School District 398	Kansas	0.77	0.026
2010620	Perry Public Schools Unified School District 343	Kansas	0.822	0.017
2010650	Phillipsburg Unified School District 325	Kansas	0.746	0.036
2010680	Piper Unified School District 203	Kansas	0.885	0.016
2010710	Pittsburg Unified School District 250	Kansas	0.745	0.031
2010740	Plainville Unified School District 270	Kansas	0.748	0.035
2010770	Pleasanton Unified School District 344	Kansas	0.767	0.03
2010800	West Franklin Unified School District 287	Kansas	0.793	0.04
2010890	Pratt Unified School District 382	Kansas	0.844	0.065
2010920	Pretty Prairie Unified School District 311	Kansas	0.818	0.026
2010950	Quinter Public Schools Unified School District 293	Kansas	0.755	0.04
2010980	Blue Valley Unified School District 384	Kansas	0.805	0.026
2011040	Golden Plains Unified School District 316	Kansas	0.8	0.028
2011080	Renwick Unified School District 267	Kansas	0.839	0.01
2011100	Riley County Unified School District 378	Kansas	0.809	0.032
2011130	Riverton Unified School District 404	Kansas	0.811	0.027
2011190	Rolla Unified School District 217	Kansas	0.832	0.073
2011220	Flinthills Unified School District 492	Kansas	0.752	0.035
2011250	Rose Hill Public Schools Unified School District 394	Kansas	0.766	0.03
2011280	Pawnee Heights Unified School District 496	Kansas	0.825	0.052
2011310	Russell County Unified School District 407	Kansas	0.706	0.032
2011370	Salina Unified School District 305	Kansas	0.789	0.027
2011400	Satanta Unified School District 507	Kansas	0.826	0.048
2011430	Skyline Schools Unified School District 438	Kansas	0.842	0.063
2011490	Seaman Unified School District 345	Kansas	0.845	0.013
2011520	Chautauqua County Community Unified School District 286	Kansas	0.739	0.043
2011550	Sedgwick Public Schools Unified School District 439	Kansas	0.794	0.032
2011610	Wallace County Schools Unified School District 241	Kansas	0.832	0.07
2011640	Shawnee Mission Public Schools Unified School District	Kansas	0.933	0.008
2011700	Silver Lake Unified School District 372	Kansas	0.845	0.013
2011760	Solomon Unified School District 393	Kansas	0.772	0.024
2011790	South Haven Unified School District 509	Kansas	0.783	0.047
2011820	Spearville Unified School District 381	Kansas	0.819	0.047
2011850	Spring Hill Unified School District 230	Kansas	0.899	0.012
2011880	St. Francis Community Schools Unified School District 297	Kansas	0.844	0.045
2011910	St. John-Hudson Unified School District 350	Kansas	0.825	0.052
2011970	Stafford Unified School District 349	Kansas	0.825	0.051
2012000	Blue Valley Unified School District 229	Kansas	0.932	0.008
2012030	Sterling Unified School District 376	Kansas	0.821	0.052
2012060	Stockton Unified School District 271	Kansas	0.746	0.036
2012090	Sublette Unified School District 374	Kansas	0.825	0.051
2012120	Sylvan Grove Unified School District 299	Kansas	0.764	0.03
2012150	Syracuse Unified School District 494	Kansas	0.832	0.073
2012180	Shawnee Heights Unified School District 450	Kansas	0.845	0.013
2012210	Tonganoxie Unified School District 464	Kansas	0.886	0.03
2012260	Topeka Public Schools Unified School District 501	Kansas	0.845	0.013
2012300	Circle Unified School District 375	Kansas	0.779	0.025
2012330	Troy Public Schools Unified School District 429	Kansas	0.819	0.024
2012360	Turner Unified School District 202	Kansas	0.885	0.016
2012390	Udall Unified School District 463	Kansas	0.683	0.039
2012420	Ulysses Unified School District 214	Kansas	0.832	0.073
2012450	Uniontown Unified School District 235	Kansas	0.767	0.03
2012510	Valley Center Public Schools Unified School District 262	Kansas	0.84	0.01
2012540	Valley Falls Unified School District 338	Kansas	0.819	0.024
2012600	Victoria Unified School District 432	Kansas	0.806	0.03
2012630	WaKeeney Unified School District 208	Kansas	0.755	0.04
2012780	Valley Heights Unified School District 498	Kansas	0.798	0.036
2012810	Lebo-Waverly Unified School District 243	Kansas	0.843	0.036
2012840	Wellington Unified School District 353	Kansas	0.783	0.047
2012870	Wellsville Unified School District 289	Kansas	0.793	0.039
2012900	Weskan Unified School District 242	Kansas	0.832	0.073
2012990	Wichita Unified School District 259	Kansas	0.84	0.01
2013020	Jefferson County North Unified School District 339	Kansas	0.819	0.024
2013050	Winfield Unified School District 465	Kansas	0.676	0.042
2013110	Woodson Unified School District 366	Kansas	0.77	0.041
2100030	Adair County School District	Kentucky	0.672	0.032
2100070	Allen County School District	Kentucky	0.777	0.033
2100078	Fort Campbell Dependent Schools	Kentucky	0.788	0.024
2100079	Fort Knox Dependent Schools	Kentucky	0.859	0.02
2100081	Muhlenberg County School District	Kentucky	0.789	0.041
2100090	Anchorage Independent School District	Kentucky	0.916	0.007
2100120	Anderson County School District	Kentucky	0.751	0.039
2100150	Ashland Independent School District	Kentucky	0.78	0.037
2100180	Augusta Independent School District	Kentucky	0.796	0.039
2100210	Ballard County School District	Kentucky	0.814	0.031
2100240	Barbourville Independent School District	Kentucky	0.801	0.068
2100270	Bardstown Independent School District	Kentucky	0.751	0.039
2100300	Barren County School District	Kentucky	0.777	0.033
2100330	Bath County School District	Kentucky	0.796	0.039
2100360	Beechwood Independent School District	Kentucky	0.891	0.019
2100390	Bell County School District	Kentucky	0.801	0.068
2100420	Bellevue Independent School District	Kentucky	0.893	0.03
2100480	Berea Independent School District	Kentucky	0.814	0.029
2100510	Boone County School District	Kentucky	0.884	0.018
2100540	Bourbon County School District	Kentucky	0.743	0.048
2100570	Bowling Green Independent School District	Kentucky	0.807	0.021
2100620	Boyd County School District	Kentucky	0.78	0.037
2100630	Boyle County School District	Kentucky	0.765	0.034
2100660	Bracken County School District	Kentucky	0.796	0.039
2100690	Breathitt County School District	Kentucky	0.857	0.041
2100720	Breckinridge County School District	Kentucky	0.853	0.036
2100750	Bullitt County School District	Kentucky	0.751	0.039
2100780	Burgin Independent School District	Kentucky	0.822	0.041
2100810	Butler County School District	Kentucky	0.816	0.055
2100840	Caldwell County School District	Kentucky	0.762	0.03
2100870	Calloway County School District	Kentucky	0.801	0.037
2100900	Campbell County School District	Kentucky	0.893	0.03
2100930	Campbellsville Independent School District	Kentucky	0.672	0.032
2100960	Carlisle County School District	Kentucky	0.815	0.034
2100990	Carroll County School District	Kentucky	0.869	0.036
2101020	Carter County School District	Kentucky	0.733	0.029
2101050	Casey County School District	Kentucky	0.672	0.032
2101110	Caverna Independent School District	Kentucky	0.795	0.028
2101150	Christian County School District	Kentucky	0.788	0.024
2101200	Clark County School District	Kentucky	0.839	0.059
2101230	Clay County School District	Kentucky	0.801	0.068
2101260	Clinton County School District	Kentucky	0.672	0.032
2101290	Cloverport Independent School District	Kentucky	0.853	0.036
2101320	Corbin Independent School District	Kentucky	0.74	0.035
2101350	Covington Independent School District	Kentucky	0.891	0.019
2101380	Crittenden County School District	Kentucky	0.762	0.03
2101410	Cumberland County School District	Kentucky	0.672	0.032
2101440	Danville Independent School District	Kentucky	0.765	0.034
2101470	Daviess County School District	Kentucky	0.832	0.025
2101500	Dawson Springs Independent School District	Kentucky	0.762	0.03
2101530	Dayton Independent School District	Kentucky	0.893	0.03
2101590	East Bernstadt Independent School District	Kentucky	0.735	0.039
2101620	Edmonson County School District	Kentucky	0.816	0.055
2101650	Elizabethtown Independent School District	Kentucky	0.863	0.026
2101680	Elliott County School District	Kentucky	0.733	0.029
2101710	Eminence Independent School District	Kentucky	0.869	0.036
2101740	Erlanger-Elsmere Independent School District	Kentucky	0.891	0.019
2101760	Estill County School District	Kentucky	0.857	0.041
2101800	Fairview Independent School District	Kentucky	0.78	0.037
2101860	Fayette County School District	Kentucky	0.865	0.01
2101920	Fleming County School District	Kentucky	0.796	0.039
2101950	Floyd County School District	Kentucky	0.693	0.045
2101980	Frankfort Independent School District	Kentucky	0.791	0.019
2102010	Franklin County School District	Kentucky	0.791	0.019
2102040	Fort Thomas Independent School District	Kentucky	0.893	0.03
2102070	Fulton Independent School District	Kentucky	0.815	0.034
2102100	Fulton County School District	Kentucky	0.815	0.034
2102130	Gallatin County School District	Kentucky	0.869	0.036
2102160	Garrard County School District	Kentucky	0.857	0.041
2102220	Glasgow Independent School District	Kentucky	0.777	0.033
2102250	Grant County School District	Kentucky	0.869	0.036
2102280	Graves County School District	Kentucky	0.815	0.034
2102300	Grayson County School District	Kentucky	0.853	0.036
2102340	Green County School District	Kentucky	0.816	0.055
2102400	Greenup County School District	Kentucky	0.796	0.039
2102460	Hancock County School District	Kentucky	0.853	0.036
2102490	Hardin County School District	Kentucky	0.863	0.026
2102520	Harlan Independent School District	Kentucky	0.785	0.096
2102540	Harlan County School District	Kentucky	0.785	0.096
2102580	Harrison County School District	Kentucky	0.796	0.039
2102640	Hart County School District	Kentucky	0.816	0.055
2102670	Hazard Independent School District	Kentucky	0.785	0.096
2102710	Henderson County School District	Kentucky	0.774	0.03
2102760	Henry County School District	Kentucky	0.869	0.036
2102790	Hickman County School District	Kentucky	0.815	0.034
2102860	Hopkins County School District	Kentucky	0.762	0.03
2102910	Jackson Independent School District	Kentucky	0.857	0.041
2102940	Jackson County School District	Kentucky	0.857	0.041
2102990	Jefferson County School District	Kentucky	0.916	0.007
2103000	Jenkins Independent School District	Kentucky	0.693	0.045
2103030	Jessamine County School District	Kentucky	0.811	0.039
2103060	Johnson County School District	Kentucky	0.693	0.045
2103090	Kenton County School District	Kentucky	0.891	0.019
2103120	Knott County School District	Kentucky	0.693	0.045
2103150	Knox County School District	Kentucky	0.801	0.068
2103180	Larue County School District	Kentucky	0.816	0.055
2103210	Laurel County School District	Kentucky	0.735	0.039
2103240	Lawrence County School District	Kentucky	0.733	0.029
2103270	Lee County School District	Kentucky	0.839	0.059
2103330	Leslie County School District	Kentucky	0.801	0.068
2103360	Letcher County School District	Kentucky	0.693	0.045
2103390	Lewis County School District	Kentucky	0.796	0.039
2103480	Lincoln County School District	Kentucky	0.857	0.041
2103510	Livingston County School District	Kentucky	0.762	0.03
2103540	Logan County School District	Kentucky	0.789	0.041
2103630	Ludlow Independent School District	Kentucky	0.891	0.019
2103690	Lyon County School District	Kentucky	0.762	0.03
2103720	Madison County School District	Kentucky	0.814	0.029
2103750	Magoffin County School District	Kentucky	0.693	0.045
2103780	Marion County School District	Kentucky	0.816	0.055
2103810	Marshall County School District	Kentucky	0.815	0.034
2103840	Martin County School District	Kentucky	0.817	0.043
2103870	Mason County School District	Kentucky	0.796	0.039
2103900	Mayfield Independent School District	Kentucky	0.815	0.034
2103960	McCracken County School District	Kentucky	0.814	0.031
2103990	McCreary County School District	Kentucky	0.785	0.037
2104020	McLean County School District	Kentucky	0.789	0.041
2104050	Meade County School District	Kentucky	0.853	0.036
2104080	Menifee County School District	Kentucky	0.857	0.041
2104110	Mercer County School District	Kentucky	0.822	0.041
2104140	Metcalfe County School District	Kentucky	0.672	0.032
2104170	Middlesboro Independent School District	Kentucky	0.801	0.068
2104200	Monroe County School District	Kentucky	0.777	0.033
2104250	Montgomery County School District	Kentucky	0.743	0.048
2104290	Morgan County School District	Kentucky	0.733	0.029
2104380	Murray Independent School District	Kentucky	0.801	0.037
2104410	Nelson County School District	Kentucky	0.751	0.039
2104440	Newport Independent School District	Kentucky	0.893	0.03
2104470	Nicholas County School District	Kentucky	0.796	0.039
2104500	Ohio County School District	Kentucky	0.816	0.055
2104530	Oldham County School District	Kentucky	0.939	0.034
2104560	Owen County School District	Kentucky	0.869	0.036
2104590	Owensboro Independent School District	Kentucky	0.832	0.025
2104620	Owsley County School District	Kentucky	0.857	0.041
2104650	Paducah Independent School District	Kentucky	0.814	0.031
2104680	Paintsville Independent School District	Kentucky	0.693	0.045
